用户ID,评论内容,购买时间,点赞数,回复数,得分,评价时间,手机型号
15829375852,向发明扫地机器人，洗碗机的人膜拜，太解放双手了，今天刚到货就立马试用了，除了卫生死角，其余打扫的都很干净，非常非常满意。。,2021-06-18 00:07:02,0,1,5,2021-06-18 20:20:50,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15822891260,石头机器人太讨人喜欢，我家里的宠物多，自从买回来的扫地机，我家里干净多了。太爱。,2021-06-15 19:20:19,0,1,5,2021-06-17 19:50:43,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15750914527,先到的机器，再到的集尘器，全屋用一篇，非常好用！家里地板，地毯，地砖，都扫拖得干干净净，床底沙发底都不漏过。肖战代言，棒棒哒！,2021-06-01 09:00:48,0,0,5,2021-06-02 18:52:51,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15662185138,"很好，非常不错。
扫地试了两次，拖地试了一次。推拉门的门槛进去可以通过，赞。回来的路，推拉门门槛有点高，就过不去了，需要帮忙拿回充电。",2021-05-09 16:29:00,0,1,5,2021-05-12 07:39:17,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15761731451,"太开心啦，每天回家都是干干净净的房间，战战这个代言非常赞～
相当激励我干活，每天把地面的东西都放到应该的位置，担心影响小石头工作，原本凌乱的房间整齐太多了。听到战战努力工作，我都有更多的动力了哈哈哈。
而且真的比我想象的聪明，清洁力也比预想的要好～反正很开心～",2021-05-25 11:25:21,0,1,5,2021-06-04 21:46:12,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15570482219,15号付尾款，16号就收到石头T7S扫地机器人啦。第一次工作真的辛苦小石头了，集尘盒几乎装满，我都不好意思说我之前每周都有打扫。手机控制真的非常方便，下载app还可以看它的清扫路线图。充一次电可以完成一次强力扫拖，很智能，还可以定时，比我扫拖干净，下载了代言人语音包太好玩了，节省的时间拿来运动看剧上网很开心。所以T7S系列什么时候可以支持一次性拖布，懒人连拖布都不想洗了嘿嘿?,2021-03-30 20:30:06,0,1,5,2021-04-17 17:17:48,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15569831942,"还没开始使用，看着还是很不错的。
送货速度快，付完尾款当天就到货了。
有水箱和拖布，可以扫拖一体，这样就方便多了，具体效果使用后再评价。",2021-04-01 00:57:13,0,1,5,2021-04-17 14:16:58,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15572671292,石头真棒，扫的真干净，噪音还小，连接小爱音箱很方便，再也不用担心扫不干净拖不干净了。,2021-04-02 16:17:47,0,1,5,2021-04-18 09:57:19,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15562781522,第一次买石头扫地机器人 真的很惊喜 解放双手 扫地拖地都搞定 床底沙发底灰尘全部扫清 自动规划地图 还是很聪明的,2021-04-07 22:05:59,0,1,5,2021-04-16 14:22:12,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15611165354,太喜欢啦，超级智能，避障能力和清洁能力都很强，手机操控清洁区域也很方便,2021-04-01 11:08:57,0,1,5,2021-04-28 11:49:17,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15872744504,"使用声音不大，扫地挺干净的，地图建立的也很准确。碰触家具也很轻微，完全不用担心损坏。
百香果支持战战代言，语音包很是亲切，果然好用！！！",2021-06-25 21:07:46,0,1,5,2021-06-26 14:12:04,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15631606552,昨天买的 昨天就到了！也是挑了好久，最后选择小石头！我看评论，说啥的都有，我感觉机器这个东西就是起到解放双手，给自己争取点时间点作用，有的说擦不干净，我就觉得很干净啊，一遍不行就两遍呗！简单易懂！我家有毛孩子，沙发下边拖出好多毛！而且清扫能力很强，如果觉得拖地效果不理想，可以追加一遍精细拖地！拖完不输人工！现在看来真心好用，推荐给大家！,2021-05-03 10:07:42,0,1,5,2021-05-04 10:23:15,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15869364554,比较了很多选择了这款。果然没让人失望。语音也好好玩，每次听机器人说话都被逗笑。擦地没有什么水渍，跑的也很干净。,2021-06-18 20:08:16,0,1,5,2021-06-25 18:19:12,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15578066250,付完尾款秒发货，京东快递是真给力一天到货。收到后周末迫不及待使用起来。白色机身很好看，机器性能稳定，工作声音不算太大吧（没有用过别的不好比较，不过孩子写作业时还能接受说明应该还不错）。很智能会躲避障碍，也会自己规划好线路，床底下的絮絮都被收集到盒子里啦。扫完然后加水箱又拖了一遍，感觉地板干净得很。我个人悠哉悠哉在看着这个小家伙转来转去，然后打扫完毕自己自动挪到充电桩充电去啦，挺有意思。据说还能连物联APP上班不在家时就可以指挥他在家劳动了，下一次再研究研究。总之感谢代言人肖战，认真给小飞侠推荐的好产品，真的解放双手！,2021-03-29 11:07:39,0,1,5,2021-04-19 17:07:26,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15844583529,石头机器人是我买的机器人里面综合性能最好的，爬坡能力很强，噪音也不算太大，拖地也算干净的，反正可以解放双手了。,2021-06-16 01:41:31,0,1,5,2021-06-21 12:11:15,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15580896335,非常好用，专门用过一阵才来评价的。这是我用的机器人里面清扫干净，操作方便并且智能化最好的一款。特别是拖布和水箱的安装非常顺手，可见产品设计中对用户体验方面的设计特别用心。另外购买了积尘充电器，不用每次清理灰尘，特别高效。不过积尘器没拍照。,2021-03-29 12:30:14,0,1,5,2021-04-20 12:34:08,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15604296149,用了半个月了才来评价，真正的解放双手，产品质量和性能非常好，除了夸还是夸，肖战的语音包及时更新就更加完美了,2021-03-29 10:47:24,0,1,5,2021-04-26 15:35:50,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15898456356,因为代言人知道了石头，果真名不虚传，动力十足，地也扫得很干净！这下可以偷懒了！希望石头可以早日出自动洗拖布的机器人！,2021-06-18 13:27:21,0,1,5,2021-06-30 22:34:46,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15555479634,京东发货好快，凌晨付尾款，上午收到，充电后开始干活。产品清扫能力强，越障不费力，声音也不大能够接受，总之非常满意,2021-03-29 16:09:44,17,2,5,2021-04-15 13:45:53,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15578360578,"越障能力：越障碍能力挺强的，直接爬过高脚椅子底座
噪音大小：声音跟我家原来用的扫地机器人差不多，不开高档应该不算声音大的
吸力大小：吸力还可以，我在大厅实验的，扫得很干净
扫地机盒子上的代言人照片特别帅，盒子不舍得扔了。小飞侠为支持战战而来！评价也是用过的真心话真心",2021-04-14 15:11:38,0,1,5,2021-04-19 18:26:07,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15570728025,肖战粉丝小飞侠表示操作简单好用，还有专门的手机APP，很智能很人性化，还有代言人的语音深得我心，爱了爱了！,2021-03-30 02:28:56,1,1,5,2021-04-17 18:22:35,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15829314477,"吸力大小：有三个档，吸力强劲
灵敏程度：小爱音响控制很好用
越障能力：智能控制，房间清扫还是很方便快速的",2021-06-03 19:53:05,0,1,5,2021-06-18 20:11:31,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15667119974,家里有养狗毛特别多，有了这个机器人真是太方便了，扫地很干净拖地也方便,2021-05-09 07:46:22,0,1,5,2021-05-13 12:22:55,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15882998029,给爸妈买了这个扫地机器人，妈妈非常喜欢，反馈说真的解放双手。比自己扫地干净多了。,2021-06-20 12:11:30,0,1,5,2021-06-28 13:22:14,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15563789964,"下载了肖战的语音包，仿佛是肖哥在帮我扫地拖地，真是太不好意思了！哈哈哈哈哈！扫地的吸力很大，拖得也很干净！而且压条也能轻松越过！以后我出去上班，家里的地就交给你了！
吸力大小：很大
越障能力：压条轻松",2021-03-29 14:32:45,0,2,5,2021-04-16 19:08:20,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15830264617,本来家里有个不怎么聪明的科沃斯，好几年前的老款，不会规划路线，一直想换石头，今年618终于换上了可以规划路线的扫拖一体的石头，厉害极了，最好拖的时候把地面上的小东西都收起来，效果很好，两天清扫一次家里基本没啥灰，每天都干干净净的，再也不用为扫地发愁,2021-06-14 23:20:41,0,1,5,2021-06-18 22:43:49,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15556873850,肖战粉丝小飞侠来了。石头真心不错，平时老是加班没时间搞卫生，真是帮大忙了。性价比太高了，爱了爱了！科技改变生活！,2021-03-29 10:29:04,6,1,5,2021-04-15 20:18:18,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15564058871,吸力大小：吸力大，地上很小的灰尘都能打扫干净，木质地板都能扫干净，很久没打扫了，扫出了一大盒灰尘。,2021-03-30 21:51:16,0,1,5,2021-04-16 20:28:28,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15582674304,"已收到货，按照说明书指导安装的，操作简单易懂，扫拖机操作灵活，工作效率很不错，清理得很干净。喜欢
支持战战",2021-04-20 09:36:39,0,1,5,2021-04-20 20:32:31,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15614914360,第一次买扫地机器人，没传闻中的那么笨，扫拖得很干净范围也很大，虚拟墙的功能很实用。相信肖战的选择果然没有错！语音包好评！！！,2021-03-29 10:54:25,0,1,5,2021-04-29 11:48:31,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15833252938,懒人福音，解放双手。外观简洁，白色很清爽，钢化玻璃面质感好，声音在正常范围内，可以接受。扫地先扫边边，然后再来来回回把中间打扫干净。空间可以的话会围绕桌角打扫干净。,2021-06-17 18:37:39,0,1,5,2021-06-19 13:44:12,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15562048222,"非常好用！觉得家里很干净，结果打扫了一遍后发现集尘盒里满满一盒垃圾，细小得灰尘也都吸进去了，真的厉害！
吸力大小：强
智能程度：好
灵敏程度：好
越障能力：好",2021-03-29 11:55:20,1,1,5,2021-04-16 10:54:14,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15563201486,收到货后就迫不及待的打开了，物超所值，商品设计完美，外观也很高大上，让人爱不释手。客服更是热情的没话说，这次购物很满意，因为肖战，没有了选择的困难，反正也要买，就这款了，真心喜欢，后期使用后再追评,2021-03-31 12:31:29,0,1,5,2021-04-16 16:18:49,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15563690444,哈哈哈哈哈，之前就用石头，小飞侠和肖战的眼光都棒棒哒，新款比旧款降噪了很多，擦得又干净，还能听战战说话，哈哈哈哈哈，京东的物流也超级给力，超快就让我听到战战的声音了～哈哈哈哈,2021-03-29 10:53:19,0,1,5,2021-04-16 18:36:00,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15556949203,收到货后就扫了一遍，用时56分钟。挺好用的，很智能，灵活，吸力也还可以的，终于可以不用自己拖地了，好！,2021-04-06 15:57:36,0,1,5,2021-04-15 20:38:01,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15557070321,终于收到货啦，操作简单方便，已经迫不及待的试了拖地扫地，自动识别障碍物，真是懒人的福音，太棒了，石头科技创新很棒！小飞侠相信肖战代言必是精品?,2021-03-29 11:06:09,5,1,5,2021-04-15 21:11:54,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15871512562,非常喜欢，外观十分好看，扫地能力一流，跑一圈家里干干净净真舒服，懒人福音，只能说真香！,2021-06-18 00:19:44,0,1,5,2021-06-26 09:39:38,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15635833804,感觉很好用呢，充电和启动的时候声音都不大，妈妈特别喜欢，老人也可以进行操作,2021-04-12 15:36:36,0,1,5,2021-05-05 12:44:19,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15812425998,扫地机器人，观察了很久，一直没有下定决心去买一个，后来因为家里面的猫咪掉毛太厉害了，每天清理猫毛实在太累了，于是在京东搜索了一下扫地机器人，在科沃斯和石头纠结了很久，最终还是选择了石头，结果没让我失望，扫地很智能，也很干净，可以帮我节省很多时间,2021-05-31 18:48:53,1,1,5,2021-06-15 22:56:23,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15569345811,这个最新款的扫地机比起家里以前的傻瓜扫地机真的是棒太多了，这个扫地机在手机上可以看到清扫的运动轨迹而且用上手机的助手可以轻松语音操控，可以说是非常方便了。对于床脚，椅子脚也很机智的绕着清洁，对于不想它走的路线在手机上还可以设置虚拟墙，总体体验还是非常不错的，价格也蛮实惠,2021-04-06 22:13:54,0,1,5,2021-04-17 11:53:38,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15577860665,扫地机器人非常满意，家里地况复杂都能轻松搞定，擦地很干净，再也不用自己每天扫地擦地了，功能强大，幸福感up！,2021-04-09 22:15:56,0,1,5,2021-04-19 16:16:09,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15641661810,送给爸妈的礼物。因为肖战，在机器人的选择上少去了纠结。果然没让我们失望，就连一向对这些科技产品无感的服务都连连称赞，扫地干净，拖地也很干净。父母操作起来也很简单，不费劲！肖战粉丝小飞侠,2021-05-04 11:31:40,0,1,5,2021-05-06 21:14:16,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15755811733,我是肖战粉丝小飞侠，已经下载了肖战的语音包了！宝贝颜值很高，动力强劲，科技感十足，智能机器人的王牌?，超?！,2021-05-26 09:50:56,0,1,5,2021-06-03 18:29:29,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15830092235,特别聪明的小石头，家里第二次购买了，把家里打扫得很干净，有了它，省了好多事儿，点赞,2021-06-12 09:58:29,0,1,5,2021-06-18 22:17:14,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15898150172,"吸力大小：足够大。
智能程度：得益于3D结构光，避障功能很强大。
灵敏程度：非常好，得益于结构光，避障功能很强大。
噪音大小：标准模式可以接受，还可以。
续航时间：足够用，没问题。",2021-06-26 16:28:41,0,1,5,2021-06-30 21:28:39,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15573576460,肖战粉丝小飞侠来get新款扫地机器人啦，早就想要一个扫拖一体机器人，这款扫拖一体机器人噪音小，拆卸清理方面，拖地很干净，再也不用亲自拖地啦，yah～,2021-03-29 11:23:43,1,1,5,2021-04-18 14:06:54,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15571342167,包装很严实，使用时吸力很足，而且噪音很小。因为家在主公路旁，所以每天灰尘都很多，这个算是必需品了。而且使用发现越障能力比以前家里那个好很多，想买扫地机很久了，一直在犯愁选什么牌子性价比较高时，正好肖战代言了这款，以前确实也不知道这个牌子，再重点了解了一下这个品牌后，发现评价还不错就作为购买了。目前使用三次了，扫地功能确实不错，后面再试试拖地功能，应该也不会让我失望的。,2021-03-29 20:03:14,0,1,5,2021-04-17 21:22:09,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15584004620,肖战粉丝小飞侠支持肖战代言，质量非常好，买来送给婆婆，婆婆说很干净，爱上石头扫地机器人，解放双手，不用在弯腰了。,2021-03-30 21:25:11,0,1,5,2021-04-21 09:28:07,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15796687168,很只能，第一次构图就完成得很好，扫的范围很全面，很干净，除了边边角角基本都能覆盖到，拖地功能也很不错。,2021-05-29 14:49:47,0,1,5,2021-06-12 12:27:08,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15892050596,昨天下午下的单，今天就收到了货，物流很快，收到了包装完整无损，立马就使用了，声音不太，吸收的非常干净，非常满意！超赞?！我超喜欢,2021-06-28 17:35:34,0,1,5,2021-06-29 20:45:49,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15853957043,果然没选错，石头真的好用，上班之前放它出来扫拖，下班回家干净得可以光脚踩地板，也没有出现乱扫漏扫的情况，拖地功能真的很强大，家里的洗地机该退休了哦。,2021-06-20 10:12:12,0,1,5,2021-06-22 21:33:17,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15717693729,真的挺好用的。到家后先跑一遍家里的户型图，然后基本就可以满足日常很多需求。选区清扫 全屋清扫 定时清扫包括吸尘和拖地的力度 密度 都很可控 拖扫非常干净。避障也不错，跑完地图基本都可以避开障碍。地毯会自动抬起拖布，真心推荐各位朋友。,2021-05-13 00:05:10,0,1,5,2021-05-25 18:24:26,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15600086106,用了一周来评论的，扫地首先要把家里地上障碍物放好，其次要想地面干净要把抹布洗干净，水箱里面加一点专用的洗洁剂，很好用，自己会识别清扫，总体很不错,2021-04-21 08:02:52,0,1,5,2021-04-25 14:08:38,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15556727627,早上付完款，下午就到货啦！赞赞赞！清扫了一下全屋，声音小，清扫的很干净，石头棒棒滴！肖战的粉丝小飞侠。,2021-03-30 13:16:40,2,1,5,2021-04-15 19:37:11,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15851955635,老婆说擦得很干净，她很喜欢。我们家有T7了，这次T7S Plus用下来感觉是有很多提升，细节也更出色了。总体满意。,2021-06-05 08:40:27,0,1,5,2021-06-22 16:41:06,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15633870258,挺好的，贴了防撞条。真的是解放双手，建图很快，扫地很干净，两天拖一次地，周末再仔细打扫边角，第一台扫地机器人石头值得拥有。,2021-04-13 19:23:28,1,2,5,2021-05-04 20:48:59,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15811091195,质量很好，收到货第一时间打开看了，很不错，很满意，白色的很好看，自动积尘的太实用了，关键是不要耗材，这点很不错！,2021-06-06 10:41:22,0,0,5,2021-06-15 18:31:03,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15635305084,收到货当天赶紧用起来，扫拖得非常干净，吸力大，而且非常的灵敏！出乎我意料之外的好用，值得入手！赞赞赞,2021-05-01 23:00:00,0,1,5,2021-05-05 10:32:49,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15561986322,"各方面都很满意，15号0点付尾款后，下午就收到货了。认真研究一下，通过第一次全屋清扫完成地图分区，以后就可以指定区域清扫了。以前每天都扫地拖地自认为家里很干净，可小石头清扫后，它的小爪爪脏乎乎的?&zwj;♀?
智能程度：??????????
吸力大小：??????????
灵敏程度：??????????",2021-03-29 11:20:29,1,1,5,2021-04-16 10:37:38,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15563864311,"一直想买扫地机器人，因为不知道效果如何，一直犹豫没有买，刚好肖战代言了石头，了解了石头的科技，心里没有后顾之忧啦，就买了，今天用了一下，地扫的特别干净，就是我掉的头发点那么多，家里的毛毛也那么多，见识到了，感谢肖战，让我认识了石头，石头扫地机器人太棒了！
小飞侠",2021-03-29 10:36:45,1,1,5,2021-04-16 19:29:39,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15793087424,"用了两次之后来评价使用后的感受，看完评测之后选择了石头。
吸力大小：扫地时候吸力真的很强，我家养狗狗 之前不知道有狗毛，昨天使用之后 吸尘盒狗狗毛发真的很多
噪音大小：声音的话我能接受 挺好的
灵敏程度：我觉得挺灵敏的",2021-06-08 11:39:08,0,1,5,2021-06-11 14:59:49,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15691329318,特意用了三天下来评论的，真的是科技改变生活，对于不愿意做家务的人来说太幸福了，每天自动扫拖一次，比我自己打扫的都干净，厨房打扫的也很干净,2021-05-15 15:28:06,1,1,5,2021-05-19 11:42:42,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15780438150,石头大哥买了十几天了 每天都用他扫拖 真的很不错 也干净 四季都能用 特别现在夏天 家人拖个地热得一身汗 买得真及时 操作又简单 好评,2021-05-20 00:08:10,0,1,5,2021-06-08 19:34:46,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15582875554,非常推荐，已经用了几天，感觉特别智能，扫地和拖地都不错，值得推荐购买，赞赞赞！宝贝收到，一如既往的好，包装很到位，质量还不错，很喜欢，大品牌值得信赖,2021-03-30 19:20:01,0,1,5,2021-04-20 21:26:21,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15568495532,"肖战粉丝小飞侠支持肖战代言！
小石头真的太可爱了，勤勤恳恳任劳任怨，一家人都唤他作宝宝，一个月前买的添可瞬间不香了，真的太好用了，谢谢肖战，又买到个好宝贝",2021-03-29 13:45:12,1,1,5,2021-04-17 07:07:09,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15761844790,超级可爱的小机器人，拖地很干净，没有水痕，好喜欢好喜欢！肖战的代言肯定值得信赖，百香果支持肖战！,2021-05-30 22:21:45,0,1,5,2021-06-04 22:10:23,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15579353563,"去年就想给爸妈买台扫地机器人，一直没挑好牌子，看到肖战先生代言了石头，本着对肖战优选的信任下单购买，今天收到产品，全家都对使用效果很满意。
平时擦不到的茶几底下、电视机柜下面都打扫的很干净，噪音很小，外观简单大方，操作会有语音提示超方便，非常满意的一次购物",2021-03-29 12:38:45,0,1,5,2021-04-19 22:55:02,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15656144188,我是肖战粉丝小飞侠，也是普通消费者，买东西考虑性价比，这款机器人颜值高，扫的真的很干净，声音在接受的范围内，瓷砖上拖地会留点水印，重点的拖地功能真的很强大，特别灵敏，会介绍给身边的朋友,2021-03-29 16:10:24,1,1,5,2021-05-10 17:03:55,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15570843647,机器人特别可爱，非常灵敏，自己会跑完全屋，还能app控制非常省心，物流也很给力，非常给力，沙尘暴天气也没耽误,2021-03-29 11:58:08,0,1,5,2021-04-17 18:55:28,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15867949660,"智能程度：可以的，随便放都可以找到充电的地方
吸力大小：朋友昨天来家里，今天很脏了，弄的比较干净了，毕竟自己扫拖也要几遍才弄的干净，很棒了
一直都在上班，都是远程控制的，等明天休息了好好弄一下再来跟进评论，就目前来说很好了",2021-06-19 17:10:39,0,1,5,2021-06-25 13:42:58,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15564224956,"小石头机器人外观硬质又大方，工作时转向机动灵活。通过手机操作便捷快速，清扫工作完成的很好。第一次永扫地机器人，这是个不错的体验。
灵敏程度：遇到障碍物能很好的判断规避并寻找合理路线。",2021-03-29 21:34:31,0,1,5,2021-04-16 21:14:46,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15796810571,解放双手神器，后悔没早买，拖地很干净，没水印，赤脚在地板上走，没有毛絮，声音很小，代言人肖战是我选择石头的原因，没想到真心很好用。,2021-06-05 22:31:17,1,1,5,2021-06-12 12:59:07,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15716499309,"博君一肖为战一博！
非常好用！！基本上开了就不用管他，拖得很干净，家里计算的非常好，还能扫地！！！我的吸尘器都不用了。
外观完美，我特别下载了我们战战的声音，好喜欢～",2021-03-29 11:54:43,0,1,5,2021-05-25 13:18:33,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15830234105,石头扫地机器人用实力征服了我！觉得扫的不干净的地方还会转两圈儿！爬坡，清扫，防撞能力都很优秀！！！,2021-05-31 16:07:06,0,1,5,2021-06-18 22:39:26,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
15561611497,"解放双手，幸福生活，懒人必备?
擦地功能很惊艳，瓷砖擦很干净
遇地毯自动加大吸力
就是还没熟悉家里的环境，总喜欢往卫生间跑?",2021-03-29 11:40:09,0,1,5,2021-04-16 08:58:46,肖战同款石头（roborock）扫地机器人T7S 扫拖一体机智能吸尘器家用激光导航规划全自动拖地机A1400RR
