用户ID,评论内容,购买时间,点赞数,回复数,得分,评价时间,型号
13836488559,眼睛累了，用用挺好，睡觉前用一下也不错,2019-12-30 13:18:57,0,1,5,2020-02-24 20:13:02,倍轻松（breo）眼部按摩器isee16倍轻松眼部按摩仪热敷眼睛眼部按摩器眼部护理眼睛按摩器
13833059032,如果马达声音再小点儿会更好，就听嗡嗡的马达声了，按摩的挺舒服,2020-02-21 18:39:53,0,1,4,2020-02-23 22:26:06,倍轻松（breo）眼部按摩器isee16倍轻松眼部按摩仪热敷眼睛眼部按摩器眼部护理眼睛按摩器
13831513418,收到了，还没有开始试，给孩子买的,2020-02-21 23:05:17,1,2,5,2020-02-23 15:51:57,倍轻松（breo）眼部按摩器isee16倍轻松眼部按摩仪热敷眼睛眼部按摩器眼部护理眼睛按摩器
13824984652,买来试用了下，感受：力道不是很大，按摩不是很过瘾，我脸比较大，感觉贴合不是很好。如果力道可以再调节大一点就好了。,2020-02-16 20:32:05,0,1,5,2020-02-21 20:14:35,倍轻松（breo）眼部按摩器isee16倍轻松眼部按摩仪热敷眼睛眼部按摩器眼部护理眼睛按摩器
13820904243,东西感觉还不错，充电挺快的，三个档位，睡眠模式，感觉还是有点效果，,2020-02-15 05:04:11,0,1,5,2020-02-20 18:00:14,倍轻松（breo）眼部按摩器isee16倍轻松眼部按摩仪热敷眼睛眼部按摩器眼部护理眼睛按摩器
13819509550,舒适，质量很好，物流快,2020-01-16 10:02:56,0,1,5,2020-02-20 11:59:47,倍轻松（breo）眼部按摩器isee16倍轻松眼部按摩仪热敷眼睛眼部按摩器眼部护理眼睛按摩器
13810053912,挺舒服的，看电视久了用一会儿。,2020-02-13 23:54:25,0,1,5,2020-02-17 14:55:48,倍轻松（breo）眼部按摩器isee16倍轻松眼部按摩仪热敷眼睛眼部按摩器眼部护理眼睛按摩器
13808380509,之前也有一个非常有年代感的倍轻松眼部按摩，用了好几年吧，坏了，看到有优惠立刻又入手了一个，这款无论是包装还是机器都非常轻便，还是usb充电的，旧款不能按摩到太阳穴，这款可以，但我觉得也就太阳穴按摩的感觉最明显了，新款刮眼眶按摩不怎么明显，震动的功能不知道有什么作用，震动的时候感觉不到穴位有刺激，是不是有bug呢？热敷还有太阳穴按摩还可以。,2020-02-04 19:12:17,1,2,4,2020-02-16 22:38:35,倍轻松（breo）眼部按摩器isee16倍轻松眼部按摩仪热敷眼睛眼部按摩器眼部护理眼睛按摩器
13806661933,第一次购买倍轻松产品，刚刚使用了一次，挺好的，相比以前另一品牌的眼部按摩仪，有种4D的感觉，如同真人一样，加上音乐的效果更是逼真，购买之前在~先搜索了一下这个品牌，随后给京东客服打电话询问的，然后下单，京东物流更是一如既往的快。,2020-02-14 20:20:26,0,2,5,2020-02-16 13:43:03,倍轻松（breo）眼部按摩器isee16倍轻松眼部按摩仪热敷眼睛眼部按摩器眼部护理眼睛按摩器
13788859167,挺好的，很不错,2019-12-20 20:57:59,0,1,5,2020-02-10 11:33:45,倍轻松（breo）眼部按摩器isee16倍轻松眼部按摩仪热敷眼睛眼部按摩器眼部护理眼睛按摩器
13785462846,特地用了才来评价，整体不错，希望通过早中晚各一次，或者一天两次，能够有效改善视疲劳,2020-01-30 22:36:42,0,1,5,2020-02-08 22:08:59,倍轻松（breo）眼部按摩器isee16倍轻松眼部按摩仪热敷眼睛眼部按摩器眼部护理眼睛按摩器
13776509276,嗯，很舒服，暖暖的,2020-02-04 00:01:28,0,1,5,2020-02-05 11:16:35,倍轻松（breo）眼部按摩器isee16倍轻松眼部按摩仪热敷眼睛眼部按摩器眼部护理眼睛按摩器
13769599612,一点屁用都没有除了发热那点用真的啥用都没有，按摩一点用都没有，按摩不到位，还死贵，全程靠~打广告了。我服，那些说好的是给孩子买的把，自己没有亲身体会吧，这三个穴位只有太阳穴按的感觉到，其他，呵呵，假科技吧,2020-01-19 10:43:11,6,1,1,2020-02-02 13:43:07,倍轻松（breo）眼部按摩器isee16倍轻松眼部按摩仪热敷眼睛眼部按摩器眼部护理眼睛按摩器
13769486051,"7, 这次买的按摩功能还是可以的，但是震动的功能，远远赶不上两年前买的那款，两年前买的那款呢就是不是无线的需要插电，然后震动的时候真的感觉到有一种震动感很舒服，而这款呢，震动就是一种感觉而已，没有正不正，没有什么太大意义。",2020-01-10 12:49:53,0,1,5,2020-02-02 13:02:48,倍轻松（breo）眼部按摩器isee16倍轻松眼部按摩仪热敷眼睛眼部按摩器眼部护理眼睛按摩器
13754885155,力度太小了,2019-12-17 22:23:49,0,1,3,2020-01-25 15:27:05,倍轻松（breo）眼部按摩器isee16倍轻松眼部按摩仪热敷眼睛眼部按摩器眼部护理眼睛按摩器
13743759671,置办年会用的，不清楚情况,2019-12-31 22:51:05,0,1,5,2020-01-20 12:31:02,倍轻松（breo）眼部按摩器isee16倍轻松眼部按摩仪热敷眼睛眼部按摩器眼部护理眼睛按摩器
13737555868,医生建议下买个防眼仪，选中了这款，使用中各功能还好，如果能把各功能独立控制更好,2019-12-22 22:57:00,1,1,5,2020-01-18 15:57:57,倍轻松（breo）眼部按摩器isee16倍轻松眼部按摩仪热敷眼睛眼部按摩器眼部护理眼睛按摩器
13733209347,带着很容易入睡,2020-01-12 12:29:28,1,1,5,2020-01-17 12:32:58,倍轻松（breo）眼部按摩器isee16倍轻松眼部按摩仪热敷眼睛眼部按摩器眼部护理眼睛按摩器
13717890036,东西很不错，期待下次合作,2020-01-01 18:04:47,0,1,5,2020-01-13 14:19:41,倍轻松（breo）眼部按摩器isee16倍轻松眼部按摩仪热敷眼睛眼部按摩器眼部护理眼睛按摩器
13717868633,还没使用，样式很漂亮，用后会追加，值得购买，一直京东一直爽～,2020-01-09 16:07:04,0,1,5,2020-01-13 14:14:28,倍轻松（breo）眼部按摩器isee16倍轻松眼部按摩仪热敷眼睛眼部按摩器眼部护理眼睛按摩器
13701014224,不适合锤敲，睡眠模式也行,2020-01-03 14:05:28,0,1,5,2020-01-09 09:33:14,倍轻松（breo）眼部按摩器isee16倍轻松眼部按摩仪热敷眼睛眼部按摩器眼部护理眼睛按摩器
13700009823,还算挺舒服的，就是中间部位感觉按摩不到位呢,2020-01-06 20:38:41,0,1,5,2020-01-08 22:00:33,倍轻松（breo）眼部按摩器isee16倍轻松眼部按摩仪热敷眼睛眼部按摩器眼部护理眼睛按摩器
13689448423,当客户礼品不错，很实用,2019-12-16 20:32:33,0,1,5,2020-01-06 11:31:25,倍轻松（breo）眼部按摩器isee16倍轻松眼部按摩仪热敷眼睛眼部按摩器眼部护理眼睛按摩器
13685955145,这个很好用，就是声音有点儿大哦...不过还是买了2个...,2019-12-26 08:24:17,0,1,5,2020-01-05 13:23:07,倍轻松（breo）眼部按摩器isee16倍轻松眼部按摩仪热敷眼睛眼部按摩器眼部护理眼睛按摩器
13684467528,还可以吧,2019-12-26 15:57:14,0,1,5,2020-01-05 00:16:24,倍轻松（breo）眼部按摩器isee16倍轻松眼部按摩仪热敷眼睛眼部按摩器眼部护理眼睛按摩器
13677037684,戴完后眼睛蛮舒服，比眼贴划算。,2019-12-01 14:10:35,0,1,5,2020-01-03 08:39:41,倍轻松（breo）眼部按摩器isee16倍轻松眼部按摩仪热敷眼睛眼部按摩器眼部护理眼睛按摩器
13674334332,减压神器，很不错,2019-12-28 09:43:17,1,1,5,2020-01-02 14:31:55,倍轻松（breo）眼部按摩器isee16倍轻松眼部按摩仪热敷眼睛眼部按摩器眼部护理眼睛按摩器
13664966354,包装结实，用了几天了，按摩的舒服，功能实用！??,2019-12-26 18:22:14,0,1,5,2019-12-30 21:20:05,倍轻松（breo）眼部按摩器isee16倍轻松眼部按摩仪热敷眼睛眼部按摩器眼部护理眼睛按摩器
13654500928,还不错，买回来就试了一下，挺好的，太阳穴按摩的力度比较大,2019-12-24 10:50:30,0,1,5,2019-12-28 06:49:59,倍轻松（breo）眼部按摩器isee16倍轻松眼部按摩仪热敷眼睛眼部按摩器眼部护理眼睛按摩器
13632372214,很好，质量好，孩子说很舒服，希望能起到放松的作用,2019-12-20 23:13:27,4,1,5,2019-12-22 11:49:42,倍轻松（breo）眼部按摩器isee16倍轻松眼部按摩仪热敷眼睛眼部按摩器眼部护理眼睛按摩器
13627902428,脸型没法调，感觉脸太大了，按不到。。,2019-12-19 16:41:04,1,1,4,2019-12-21 08:46:15,倍轻松（breo）眼部按摩器isee16倍轻松眼部按摩仪热敷眼睛眼部按摩器眼部护理眼睛按摩器
13619980505,之前买过一个，非常好用,2019-12-10 22:23:28,0,1,5,2019-12-19 07:08:23,倍轻松（breo）眼部按摩器isee16倍轻松眼部按摩仪热敷眼睛眼部按摩器眼部护理眼睛按摩器
13591380354,不好，震动模式无法用，声音太大了，感觉心脏都受不了，难得用，不喜欢，还能退吗,2019-11-13 13:56:09,1,1,1,2019-12-12 21:15:46,倍轻松（breo）眼部按摩器isee16倍轻松眼部按摩仪热敷眼睛眼部按摩器眼部护理眼睛按摩器
13584494450,东西一般般，体验不是很好，完全智商税吧，效果不大,2019-12-03 22:20:19,1,1,2,2019-12-11 13:05:23,倍轻松（breo）眼部按摩器isee16倍轻松眼部按摩仪热敷眼睛眼部按摩器眼部护理眼睛按摩器
13581325372,挺好用的，非常舒服。,2019-12-02 15:08:10,0,1,5,2019-12-10 16:06:10,倍轻松（breo）眼部按摩器isee16倍轻松眼部按摩仪热敷眼睛眼部按摩器眼部护理眼睛按摩器
13571580871,没看到减退黑眼圈的效果，但是用完很舒服，有助于睡眠,2019-11-23 22:43:26,0,1,5,2019-12-08 08:38:18,倍轻松（breo）眼部按摩器isee16倍轻松眼部按摩仪热敷眼睛眼部按摩器眼部护理眼睛按摩器
13569255437,感觉还可以，好像没有眼球按摩模式,2019-11-11 00:21:22,0,1,5,2019-12-07 15:02:38,倍轻松（breo）眼部按摩器isee16倍轻松眼部按摩仪热敷眼睛眼部按摩器眼部护理眼睛按摩器
13568872713,此用户未填写评价内容,2019-12-05 21:21:18,0,1,5,2019-12-07 13:22:29,倍轻松（breo）眼部按摩器isee16倍轻松眼部按摩仪热敷眼睛眼部按摩器眼部护理眼睛按摩器
13519429807,非常不错,2019-11-12 17:14:24,0,1,5,2019-11-25 11:02:23,倍轻松（breo）眼部按摩器isee16倍轻松眼部按摩仪热敷眼睛眼部按摩器眼部护理眼睛按摩器
13411263075,配送快，很好用，是正品，价格便宜,2019-11-01 05:53:11,0,1,5,2019-11-05 08:34:39,倍轻松（breo）眼部按摩器isee16倍轻松眼部按摩仪热敷眼睛眼部按摩器眼部护理眼睛按摩器
14511265850,使用的时候要充着电，这个我不是很喜欢，要是睡觉翻身压到充电线怎么办。,2020-08-08 09:54:18,0,1,5,2020-08-09 12:28:31,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14509338332,产品总体还是非常不错的，推荐购买加热温度也比较舒适，透气性也还好，遮光性非常不错,2020-07-11 21:41:48,0,1,5,2020-08-08 20:14:59,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14506848228,用起来很好，非常满足。,2020-07-28 14:48:07,0,1,5,2020-08-08 07:59:22,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14474366550,对眼睛非常友好，十分舒适，推荐使用,2020-06-05 00:23:26,0,1,5,2020-07-30 10:11:02,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14419030643,送朋友的，目前还没接到她的反馈,2020-07-08 15:47:58,0,1,5,2020-07-15 09:52:31,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14413529060,京东真的非常好，比~快，还便宜，质量又好！眼罩用着挺好，晚上睡觉时戴,2020-07-10 15:20:25,0,1,5,2020-07-13 18:53:21,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14380735892,京东的东西质量很好，关键是送货快，一直在京东买,2020-06-21 06:48:04,0,1,5,2020-07-05 07:23:11,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14366758977,真丝面料挺舒服的，脏了也可以洗。插上电后不到一分钟就热了，三档温度可以调节，中午插在单位电脑上就可以用，插充电宝上也可以，挺方便的。有收纳袋很方便，不插电当普通眼罩用也可以，贴合度挺高的，不那么大，颜色好看。,2020-06-26 12:25:44,0,1,5,2020-07-01 13:38:33,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14364547488,"热敷眼罩有三档位温控调节，戴上后60秒内瞬间开始带给双眼舒适的温暖，释放工作学习1日的紧张感和疲惫感,舒适身心，办公一族的放松休闲佳品,缓解双眼疲劳，缓解眼干眼涩眼疲劳去除黑眼圈眼袋红血丝，有效预防近视。",2020-06-20 13:15:06,0,1,5,2020-06-30 21:41:11,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14360027651,非常喜欢这个产品质量好价格绝对优势，使用方法简单易学易懂。不错哦。这是一款非常不错的产品，是一款非常实用的产品和值得拥有的产品和值得推荐的产品。技术创新能力强，技术含量高。很好很满意哦。不错不错?赞。,2020-06-18 00:09:05,0,1,5,2020-06-29 19:55:06,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14356218581,好评好评好评的呀呢哈,2020-06-26 16:25:26,0,1,5,2020-06-28 21:40:11,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14355968828,很好用，热度适中，很舒服,2020-06-18 00:22:56,0,1,5,2020-06-28 20:37:34,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14351994677,用着还可以，也挺舒服的，洗了一次，加热的好着呢,2020-06-18 21:48:29,0,1,5,2020-06-27 22:02:03,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14345113995,"五十度，感觉正好，其他温度有点低。
问题是，中间的两侧无法贴合，眼罩中间设计一下，就好了。",2020-06-19 16:30:28,0,1,5,2020-06-26 11:37:59,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14340778637,一开起来，就会热热的,2020-06-14 12:29:37,0,1,5,2020-06-25 11:04:08,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14338618422,货收到，和描述的一模一样，点赞。,2020-06-21 09:45:14,0,1,5,2020-06-24 19:26:57,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14335040613,看之前还行 京东物流很快,2020-06-18 10:23:47,0,1,5,2020-06-23 23:29:43,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14333951834,不怎么满意。·都不通,2020-06-18 08:01:40,0,1,5,2020-06-23 19:26:28,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14332813429,刚开始拿出来的时候有点味道，要放置一会。摸起来很柔软，使用过程还是可以的，会自己断电很安全。,2020-06-19 07:29:15,0,1,4,2020-06-23 15:29:26,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14320125255,不错购物体验！货真价实！,2020-06-06 10:36:59,0,1,5,2020-06-21 11:30:15,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14313794352,京东快递速度快服务好，质量不错不错,2020-06-18 02:15:02,0,1,5,2020-06-20 10:57:51,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14296242250,试用了一下，感觉最高温也没什么热感,2020-06-16 15:02:33,0,1,5,2020-06-17 13:06:18,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14290342940,各方面都还可以，就是要连线不能充电这个不方便,2020-06-13 21:28:27,0,1,5,2020-06-16 09:27:41,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14284203938,不错不错不错，挺舒服的！希望早上用用能消除水肿。,2020-06-06 17:27:30,0,1,5,2020-06-14 20:35:43,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14281863513,还是挺好的，关键便携。,2020-06-12 14:09:23,0,1,5,2020-06-14 11:42:56,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14272352862,很好用，用后很舒服，值得信赖,2020-06-11 08:27:40,0,1,5,2020-06-12 08:02:16,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14248050410,非常喜欢这个产品质量好价格绝对优势，使用方法简单易学易懂。不错哦。这是一款非常不错的产品，是一款非常实用的产品和值得拥有的产品和值得推荐的产品。技术创新能力强，技术含量高。很好很满意哦。不错不错?赞。,2020-06-01 21:02:00,2,1,5,2020-06-06 22:30:53,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14245351075,买完之后就便宜了十块钱差不多。好在方便携带，戴着舒服，懒得退了,2020-05-27 14:17:15,0,1,5,2020-06-06 12:25:56,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14242925775,质量很好很喜欢，用起来很舒服,2020-05-28 09:34:02,0,1,5,2020-06-05 20:26:04,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14242105993,买的时候问了客服说是可充电的，拿到发现是必须接电源才能使用的，无奈只能放一个充电宝在枕头边才能用纪念馆，使用感觉还是不错的,2020-05-01 22:08:38,0,1,5,2020-06-05 17:15:42,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14231084634,东西真的很垃圾，就像十几块的地摊货，很多线头，加热完全不行，一下就冷了，而且发热位置根本不对，千万别买，垃圾东西。,2020-06-01 00:00:30,1,1,1,2020-06-03 12:00:37,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14231084956,使用感受很不错，眼睛很舒服，美中不足使用的时候还得插着充电线,2020-06-01 07:59:10,0,1,5,2020-06-03 12:00:36,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14230988691,柔软舒适，比热毛巾体验好多了,2020-06-01 06:34:39,0,1,5,2020-06-03 11:40:39,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14229948534,很舒服,2020-05-31 12:31:26,0,1,5,2020-06-03 07:52:36,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14229051588,挺好的，希望对黑眼圈有帮助,2020-06-02 08:03:44,0,1,5,2020-06-02 22:04:56,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14226365773,"外观造型：没有任何花纹，教学但不难看。背面带子可以根据头围调节，如图。
手感：摸起来确实像真丝的外壳。
其他：线控，我是接在充电宝上用的。
以前买过别的店铺的，感觉热敷眼罩好用，这次换了个牌子，希望好用。",2020-06-01 00:30:28,0,1,5,2020-06-02 13:04:39,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14199638294,发货超级快，活动下来很划算，完美！,2020-05-21 18:14:04,0,1,5,2020-05-26 19:00:52,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14192813264,好用,2020-05-15 00:18:23,0,1,5,2020-05-25 02:01:26,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14180289077,还没有买的一次性的加热眼罩体验好，一次性的感觉更柔软亲夫，贴合度更高，加热面积更大，温度更高。,2020-05-17 08:22:58,1,1,3,2020-05-21 20:34:28,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14175852694,倍轻松，品牌信得过，发热快，15分钟后自动断电安心午睡。,2020-05-17 11:30:47,0,1,5,2020-05-20 18:29:31,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14168493832,习惯性好评，戴起来挺舒服,2020-04-07 12:48:54,0,1,5,2020-05-18 21:23:07,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14165137876,物流很快，东西不错，用着很舒服,2020-05-13 21:50:24,0,1,5,2020-05-18 06:41:40,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14164178822,大品牌，应该还不错，就是不让价保。,2020-04-28 15:42:59,0,2,5,2020-05-17 20:23:24,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14158916824,价格略贵，但是热敷的效果还是可以的，对眼睛缓解疲劳应该有一定好处。,2020-05-15 19:58:57,0,1,5,2020-05-16 14:39:36,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14150619109,非常好用，方便,2020-05-02 15:46:20,0,1,5,2020-05-14 12:31:00,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14146707535,发热的感觉不是太明显，是**作错了吗？配的说明书上都没写怎么操作,2020-05-12 00:51:50,0,1,5,2020-05-13 12:39:39,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14142507496,物流也快，东西收到了，温度不高，试了试还行。没配充电头，只有一根连接线。,2020-05-11 10:25:52,0,1,5,2020-05-12 11:57:31,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14134354356,一般般，，，，，,2020-05-08 20:52:45,0,1,5,2020-05-10 11:08:41,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14131915633,优质的退换货服务,2020-04-29 15:07:20,0,1,5,2020-05-09 17:15:01,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14131521119,混淆视听，宣传说可以洗，带着插口放水里洗嗯，呵呵质保180天，专业人士来说说插口怕不怕进水,2020-05-08 15:59:47,0,1,2,2020-05-09 15:35:04,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14105808190,眼睛干涩，加热会好很多，质感很好。要带个充电宝就可以随身携带。,2020-04-28 08:39:59,0,1,5,2020-05-03 08:00:24,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14099036554,热敷效果好,2020-03-26 16:51:06,0,1,5,2020-05-01 10:57:55,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14093102439,"没料到京东疫情期间的物流仍旧超级神速！头天下单，第二天就收到了！
眼罩的材质是真丝，戴上感觉非常舒服，用起来也超级方便，直接插电源就可以使用，还可以用充电宝，这样飞机上也能用了～而且通电后几秒钟就变热了，三档温度调节，简直太更人性化了～
比起一次性发热眼罩更舒适更环保！～",2020-04-27 23:22:37,3,1,5,2020-04-29 16:47:06,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14092618731,不错的,2020-03-31 18:24:01,0,1,4,2020-04-29 14:35:54,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14092408511,非常喜欢，方便舒适缓解疲劳。真丝材质不错，温度也是刚刚好的热度。很不错，满意。,2020-04-06 16:54:59,0,1,5,2020-04-29 13:39:44,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14092280009,终于收到我需要的宝贝了，东西很好，价格公道。在京东购物是我一直的选择。服务态度非常好，对物品很放心，最满意的就是物流，京东物流一直非常给力，其他快递都是把东西放在快递柜或物业，可京东小哥一直给送上楼。下次需要的时候我还会再来的！,2020-04-15 08:19:37,0,1,5,2020-04-29 13:06:00,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14083181684,挺好用的很暖和，就是比较爱脏,2020-04-14 08:13:01,0,1,5,2020-04-27 07:43:16,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
14082078665,"再次购买送父母的，因为自己使用感觉还不错。
反馈良好。
老年人看电子产品屏幕对视力的损害更加需要缓解和保养。
此产品没有什么复杂按摩功能，只是加热促进血液循环，反正戴的时候也是没法看手机，性价比良好尤其是plus会员购买。?",2020-04-23 21:49:35,0,1,5,2020-04-26 20:11:13,【肖战代言款】倍轻松（breo）石墨烯热敷眼罩 护眼仪睡眠眼罩 眼部眼罩 护眼罩眼部热敷 眼部护理热敷
